Model,Accuracy,F1-Score,F1-Macro,ROC-AUC,Optimization Score,Business F1
random_forest_optimized,0.655,0.6614827508866367,0.5878529608291162,0.7212296581087062,0.8248072368665014,0.6614827508866367
logistic_regression_optimized,0.56,0.5746143527833668,0.49781227044808524,0.6236857466509169,0.7881229232850641,0.5746143527833668
